fips,cbsa_sub,area_name,nmdda_2023
47041,NCNTY47041N47041,"DeKalb County, TN",0
47085,NCNTY47085N47085,"Humphreys County, TN",0
47049,NCNTY47049N47049,"Fentress County, TN",0
47091,NCNTY47091N47091,"Johnson County, TN",0
47075,NCNTY47075N47075,"Haywood County, TN",0
23021,NCNTY23021N23021,"Piscataquis County, ME",0
47181,NCNTY47181N47181,"Wayne County, TN",0
47005,NCNTY47005N47005,"Benton County, TN",0
47007,NCNTY47007N47007,"Bledsoe County, TN",0
47061,NCNTY47061N47061,"Grundy County, TN",0
47121,NCNTY47121N47121,"Meigs County, TN",0
47101,NCNTY47101N47101,"Lewis County, TN",0
47087,NCNTY47087N47087,"Jackson County, TN",0
47039,NCNTY47039N47039,"Decatur County, TN",0
47135,NCNTY47135N47135,"Perry County, TN",0
47027,NCNTY47027N47027,"Clay County, TN",0
47095,NCNTY47095N47095,"Lake County, TN",0
47067,NCNTY47067N47067,"Hancock County, TN",0
47175,NCNTY47175N47175,"Van Buren County, TN",0
47137,NCNTY47137N47137,"Pickett County, TN",0
5063,NCNTY05063N05063,"Independence County, AR",0
51193,NCNTY51193N51193,"Westmoreland County, VA",0
16085,NCNTY16085N16085,"Valley County, ID",0
47077,NCNTY47077N47077,"Henderson County, TN",0
48081,NCNTY48081N48081,"Coke County, TX",0
36057,NCNTY36057N36057,"Montgomery County, NY",0
32027,NCNTY32027N32027,"Pershing County, NV",0
26043,NCNTY26043N26043,"Dickinson County, MI",0
56045,NCNTY56045N56045,"Weston County, WY",0
8011,NCNTY08011N08011,"Bent County, CO",0
46019,NCNTY46019N46019,"Butte County, SD",0
55081,NCNTY55081N55081,"Monroe County, WI",0
29147,NCNTY29147N29147,"Nodaway County, MO",0
17081,NCNTY17081N17081,"Jefferson County, IL",0
54091,NCNTY54091N54091,"Taylor County, WV",0
40045,NCNTY40045N40045,"Ellis County, OK",0
28041,NCNTY28041N28041,"Greene County, MS",0
48255,NCNTY48255N48255,"Karnes County, TX",0
26149,NCNTY26149N26149,"St. Joseph County, MI",0
48297,NCNTY48297N48297,"Live Oak County, TX",0
27035,NCNTY27035N27035,"Crow Wing County, MN",0
27061,NCNTY27061N27061,"Itasca County, MN",0
55029,NCNTY55029N55029,"Door County, WI",0
29075,NCNTY29075N29075,"Gentry County, MO",0
26095,NCNTY26095N26095,"Luce County, MI",0
32017,NCNTY32017N32017,"Lincoln County, NV",0
17001,NCNTY17001N17001,"Adams County, IL",0
5029,NCNTY05029N05029,"Conway County, AR",0
5133,NCNTY05133N05133,"Sevier County, AR",0
5015,NCNTY05015N05015,"Carroll County, AR",0
26157,NCNTY26157N26157,"Tuscola County, MI",0
26057,NCNTY26057N26057,"Gratiot County, MI",0
26151,NCNTY26151N26151,"Sanilac County, MI",0
26061,NCNTY26061N26061,"Houghton County, MI",0
26041,NCNTY26041N26041,"Delta County, MI",0
26063,NCNTY26063N26063,"Huron County, MI",0
26035,NCNTY26035N26035,"Clare County, MI",0
26007,NCNTY26007N26007,"Alpena County, MI",0
26127,NCNTY26127N26127,"Oceana County, MI",0
26051,NCNTY26051N26051,"Gladwin County, MI",0
26069,NCNTY26069N26069,"Iosco County, MI",0
26109,NCNTY26109N26109,"Menominee County, MI",0
26143,NCNTY26143N26143,"Roscommon County, MI",0
26133,NCNTY26133N26133,"Osceola County, MI",0
26129,NCNTY26129N26129,"Ogemaw County, MI",0
26079,NCNTY26079N26079,"Kalkaska County, MI",0
26011,NCNTY26011N26011,"Arenac County, MI",0
26053,NCNTY26053N26053,"Gogebic County, MI",0
26141,NCNTY26141N26141,"Presque Isle County, MI",0
26085,NCNTY26085N26085,"Lake County, MI",0
26071,NCNTY26071N26071,"Iron County, MI",0
26097,NCNTY26097N26097,"Mackinac County, MI",0
26001,NCNTY26001N26001,"Alcona County, MI",0
26119,NCNTY26119N26119,"Montmorency County, MI",0
26003,NCNTY26003N26003,"Alger County, MI",0
26135,NCNTY26135N26135,"Oscoda County, MI",0
26013,NCNTY26013N26013,"Baraga County, MI",0
26153,NCNTY26153N26153,"Schoolcraft County, MI",0
26131,NCNTY26131N26131,"Ontonagon County, MI",0
26083,NCNTY26083N26083,"Keweenaw County, MI",0
20169,NCNTY20169N20169,"Saline County, KS",0
48193,NCNTY48193N48193,"Hamilton County, TX",0
19003,NCNTY19003N19003,"Adams County, IA",0
39141,NCNTY39141N39141,"Ross County, OH",0
21039,NCNTY21039N21039,"Carlisle County, KY",0
18151,NCNTY18151N18151,"Steuben County, IN",0
26089,NCNTY26089N26089,"Leelanau County, MI",0
40093,NCNTY40093N40093,"Major County, OK",0
16057,NCNTY16057N16057,"Latah County, ID",0
5043,NCNTY05043N05043,"Drew County, AR",0
37099,NCNTY37099N37099,"Jackson County, NC",0
51139,NCNTY51139N51139,"Page County, VA",0
48413,NCNTY48413N48413,"Schleicher County, TX",0
55057,NCNTY55057N55057,"Juneau County, WI",0
41025,NCNTY41025N41025,"Harney County, OR",0
8105,NCNTY08105N08105,"Rio Grande County, CO",0
49043,NCNTY49043N49043,"Summit County, UT",0
27115,NCNTY27115N27115,"Pine County, MN",0
51143,NCNTY51143N51143,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",0
51089,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",0
51185,NCNTY51185N51185,"Tazewell County, VA",0
51195,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",0
51035,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",0
51173,NCNTY51173N51173,"Smyth County, VA",0
51167,NCNTY51167N51167,"Russell County, VA",0
51105,NCNTY51105N51105,"Lee County, VA",0
51027,NCNTY51027N51027,"Buchanan County, VA",0
51141,NCNTY51141N51141,"Patrick County, VA",0
51025,NCNTY51025N51025,"Brunswick County, VA",0
51077,NCNTY51077N51077,"Grayson County, VA",0
51051,NCNTY51051N51051,"Dickenson County, VA",0
51111,NCNTY51111N51111,"Lunenburg County, VA",0
51037,NCNTY51037N51037,"Charlotte County, VA",0
42109,NCNTY42109N42109,"Snyder County, PA",0
47059,NCNTY47059N47059,"Greene County, TN",0
47103,NCNTY47103N47103,"Lincoln County, TN",0
42065,NCNTY42065N42065,"Jefferson County, PA",0
22025,NCNTY22025N22025,"Catahoula Parish, LA",0
48057,NCNTY48057N48057,"Calhoun County, TX",0
48239,NCNTY48239N48239,"Jackson County, TX",0
48269,NCNTY48269N48269,"King County, TX",0
18023,NCNTY18023N18023,"Clinton County, IN",0
51197,NCNTY51197N51197,"Wythe County, VA",0
26029,NCNTY26029N26029,"Charlevoix County, MI",0
30027,NCNTY30027N30027,"Fergus County, MT",0
51083,NCNTY51083N51083,"Halifax County, VA",0
29173,NCNTY29173N29173,"Ralls County, MO",0
17029,NCNTY17029N17029,"Coles County, IL",0
47055,NCNTY47055N47055,"Giles County, TN",0
48149,NCNTY48149N48149,"Fayette County, TX",0
30093,NCNTY30093N30093,"Silver Bow County, MT",0
29205,NCNTY29205N29205,"Shelby County, MO",0
48105,NCNTY48105N48105,"Crockett County, TX",0
2261,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",0
19179,NCNTY19179N19179,"Wapello County, IA",0
8061,NCNTY08061N08061,"Kiowa County, CO",0
29186,NCNTY29186N29186,"Ste. Genevieve County, MO",0
40073,NCNTY40073N40073,"Kingfisher County, OK",0
16029,NCNTY16029N16029,"Caribou County, ID",0
51091,NCNTY51091N51091,"Highland County, VA",0
39027,NCNTY39027N39027,"Clinton County, OH",0
48501,NCNTY48501N48501,"Yoakum County, TX",0
42033,NCNTY42033N42033,"Clearfield County, PA",0
42111,NCNTY42111N42111,"Somerset County, PA",0
42121,NCNTY42121N42121,"Venango County, PA",0
42009,NCNTY42009N42009,"Bedford County, PA",0
42087,NCNTY42087N42087,"Mifflin County, PA",0
42061,NCNTY42061N42061,"Huntingdon County, PA",0
42083,NCNTY42083N42083,"McKean County, PA",0
20037,NCNTY20037N20037,"Crawford County, KS",0
42123,NCNTY42123N42123,"Warren County, PA",0
42031,NCNTY42031N42031,"Clarion County, PA",0
42105,NCNTY42105N42105,"Potter County, PA",0
42057,NCNTY42057N42057,"Fulton County, PA",0
55011,NCNTY55011N55011,"Buffalo County, WI",0
42113,NCNTY42113N42113,"Sullivan County, PA",0
42023,NCNTY42023N42023,"Cameron County, PA",0
29041,NCNTY29041N29041,"Chariton County, MO",0
29129,NCNTY29129N29129,"Mercer County, MO",0
54033,NCNTY54033N54033,"Harrison County, WV",0
42097,NCNTY42097N42097,"Northumberland County, PA",0
42039,NCNTY42039N42039,"Crawford County, PA",0
37171,NCNTY37171N37171,"Surry County, NC",0
18113,NCNTY18113N18113,"Noble County, IN",0
17195,NCNTY17195N17195,"Whiteside County, IL",0
51021,NCNTY51021N51021,"Bland County, VA",0
13291,NCNTY13291N13291,"Union County, GA",0
18093,NCNTY18093N18093,"Lawrence County, IN",0
29087,NCNTY29087N29087,"Holt County, MO",0
29033,NCNTY29033N29033,"Carroll County, MO",0
39043,NCNTY39043N39043,"Erie County, OH",0
48379,NCNTY48379N48379,"Rains County, TX",0
46043,NCNTY46043N46043,"Douglas County, SD",0
30017,NCNTY30017N30017,"Custer County, MT",0
49047,NCNTY49047N49047,"Uintah County, UT",0
51017,NCNTY51017N51017,"Bath County, VA",0
55033,NCNTY55033N55033,"Dunn County, WI",0
20035,NCNTY20035N20035,"Cowley County, KS",0
6049,NCNTY06049N06049,"Modoc County, CA",0
55013,NCNTY55013N55013,"Burnett County, WI",0
21083,NCNTY21083N21083,"Graves County, KY",0
2275,NCNTY02275N02275,"Wrangell City and Borough, AK",0
19127,NCNTY19127N19127,"Marshall County, IA",0
29127,NCNTY29127N29127,"Marion County, MO",0
29125,NCNTY29125N29125,"Maries County, MO",0
40149,NCNTY40149N40149,"Washita County, OK",0
20111,NCNTY20111N20111,"Lyon County, KS",0
50005,NCNTY50005N50005,"Caledonia County, VT",0
20137,NCNTY20137N20137,"Norton County, KS",0
18027,NCNTY18027N18027,"Daviess County, IN",0
21055,NCNTY21055N21055,"Crittenden County, KY",0
19033,NCNTY19033N19033,"Cerro Gordo County, IA",0
51137,NCNTY51137N51137,"Orange County, VA",0
55001,NCNTY55001N55001,"Adams County, WI",0
48311,NCNTY48311N48311,"McMullen County, TX",0
39077,NCNTY39077N39077,"Huron County, OH",0
29029,NCNTY29029N29029,"Camden County, MO",0
31123,NCNTY31123N31123,"Morrill County, NE",0
26009,NCNTY26009N26009,"Antrim County, MI",0
27131,NCNTY27131N27131,"Rice County, MN",0
17127,NCNTY17127N17127,"Massac County, IL",0
20125,NCNTY20125N20125,"Montgomery County, KS",0
20099,NCNTY20099N20099,"Labette County, KS",0
20021,NCNTY20021N20021,"Cherokee County, KS",0
20041,NCNTY20041N20041,"Dickinson County, KS",0
20005,NCNTY20005N20005,"Atchison County, KS",0
20133,NCNTY20133N20133,"Neosho County, KS",0
20011,NCNTY20011N20011,"Bourbon County, KS",0
20001,NCNTY20001N20001,"Allen County, KS",0
20013,NCNTY20013N20013,"Brown County, KS",0
20029,NCNTY20029N20029,"Cloud County, KS",0
20205,NCNTY20205N20205,"Wilson County, KS",0
20145,NCNTY20145N20145,"Pawnee County, KS",0
20073,NCNTY20073N20073,"Greenwood County, KS",0
20123,NCNTY20123N20123,"Mitchell County, KS",0
20201,NCNTY20201N20201,"Washington County, KS",0
20077,NCNTY20077N20077,"Harper County, KS",0
20147,NCNTY20147N20147,"Phillips County, KS",0
20163,NCNTY20163N20163,"Rooks County, KS",0
20093,NCNTY20093N20093,"Kearny County, KS",0
20081,NCNTY20081N20081,"Haskell County, KS",0
20183,NCNTY20183N20183,"Smith County, KS",0
20019,NCNTY20019N20019,"Chautauqua County, KS",0
20207,NCNTY20207N20207,"Woodson County, KS",0
20089,NCNTY20089N20089,"Jewell County, KS",0
20047,NCNTY20047N20047,"Edwards County, KS",0
20063,NCNTY20063N20063,"Gove County, KS",0
20129,NCNTY20129N20129,"Morton County, KS",0
20135,NCNTY20135N20135,"Ness County, KS",0
20017,NCNTY20017N20017,"Chase County, KS",0
20075,NCNTY20075N20075,"Hamilton County, KS",0
20049,NCNTY20049N20049,"Elk County, KS",0
20065,NCNTY20065N20065,"Graham County, KS",0
20187,NCNTY20187N20187,"Stanton County, KS",0
20071,NCNTY20071N20071,"Greeley County, KS",0
18181,NCNTY18181N18181,"White County, IN",0
55113,NCNTY55113N55113,"Sawyer County, WI",0
47051,NCNTY47051N47051,"Franklin County, TN",0
20003,NCNTY20003N20003,"Anderson County, KS",0
40043,NCNTY40043N40043,"Dewey County, OK",0
42119,NCNTY42119N42119,"Union County, PA",0
36033,NCNTY36033N36033,"Franklin County, NY",0
29175,NCNTY29175N29175,"Randolph County, MO",0
16007,NCNTY16007N16007,"Bear Lake County, ID",0
17137,NCNTY17137N17137,"Morgan County, IL",0
20159,NCNTY20159N20159,"Rice County, KS",0
20189,NCNTY20189N20189,"Stevens County, KS",0
20039,NCNTY20039N20039,"Decatur County, KS",0
20023,NCNTY20023N20023,"Cheyenne County, KS",0
39119,NCNTY39119N39119,"Muskingum County, OH",0
55085,NCNTY55085N55085,"Oneida County, WI",0
29061,NCNTY29061N29061,"Daviess County, MO",0
36011,NCNTY36011N36011,"Cayuga County, NY",0
27099,NCNTY27099N27099,"Mower County, MN",0
21033,NCNTY21033N21033,"Caldwell County, KY",0
17023,NCNTY17023N17023,"Clark County, IL",0
21157,NCNTY21157N21157,"Marshall County, KY",0
30047,NCNTY30047N30047,"Lake County, MT",0
39047,NCNTY39047N39047,"Fayette County, OH",0
18083,NCNTY18083N18083,"Knox County, IN",0
42107,NCNTY42107N42107,"Schuylkill County, PA",0
51063,NCNTY51063N51063,"Floyd County, VA",0
13133,NCNTY13133N13133,"Greene County, GA",0
20151,NCNTY20151N20151,"Pratt County, KS",0
20167,NCNTY20167N20167,"Russell County, KS",0
20157,NCNTY20157N20157,"Republic County, KS",0
20007,NCNTY20007N20007,"Barber County, KS",0
20185,NCNTY20185N20185,"Stafford County, KS",0
20105,NCNTY20105N20105,"Lincoln County, KS",0
20097,NCNTY20097N20097,"Kiowa County, KS",0
20203,NCNTY20203N20203,"Wichita County, KS",0
17021,NCNTY17021N17021,"Christian County, IL",0
19045,NCNTY19045N19045,"Clinton County, IA",0
55005,NCNTY55005N55005,"Barron County, WI",0
18077,NCNTY18077N18077,"Jefferson County, IN",0
31151,NCNTY31151N31151,"Saline County, NE",0
55141,NCNTY55141N55141,"Wood County, WI",0
30081,NCNTY30081N30081,"Ravalli County, MT",0
54073,NCNTY54073N54073,"Pleasants County, WV",0
29045,NCNTY29045N29045,"Clark County, MO",0
38101,NCNTY38101N38101,"Ward County, ND",0
29227,NCNTY29227N29227,"Worth County, MO",0
18169,NCNTY18169N18169,"Wabash County, IN",0
36097,NCNTY36097N36097,"Schuyler County, NY",0
55129,NCNTY55129N55129,"Washburn County, WI",0
18079,NCNTY18079N18079,"Jennings County, IN",0
49019,NCNTY49019N49019,"Grand County, UT",0
56029,NCNTY56029N56029,"Park County, WY",0
21143,NCNTY21143N21143,"Lyon County, KY",0
17105,NCNTY17105N17105,"Livingston County, IL",0
18159,NCNTY18159N18159,"Tipton County, IN",0
56007,NCNTY56007N56007,"Carbon County, WY",0
21079,NCNTY21079N21079,"Garrard County, KY",0
20117,NCNTY20117N20117,"Marshall County, KS",0
21073,NCNTY21073N21073,"Franklin County, KY",0
31157,NCNTY31157N31157,"Scotts Bluff County, NE",0
39143,NCNTY39143N39143,"Sandusky County, OH",0
36017,NCNTY36017N36017,"Chenango County, NY",0
18107,NCNTY18107N18107,"Montgomery County, IN",0
49013,NCNTY49013N49013,"Duchesne County, UT",0
30003,NCNTY30003N30003,"Big Horn County, MT",0
30091,NCNTY30091N30091,"Sheridan County, MT",0
40153,NCNTY40153N40153,"Woodward County, OK",0
40147,NCNTY40147N40147,"Washington County, OK",0
20165,NCNTY20165N20165,"Rush County, KS",0
48165,NCNTY48165N48165,"Gaines County, TX",0
18139,NCNTY18139N18139,"Rush County, IN",0
39029,NCNTY39029N39029,"Columbiana County, OH",0
39007,NCNTY39007N39007,"Ashtabula County, OH",0
39145,NCNTY39145N39145,"Scioto County, OH",0
39167,NCNTY39167N39167,"Washington County, OH",0
39147,NCNTY39147N39147,"Seneca County, OH",0
39071,NCNTY39071N39071,"Highland County, OH",0
39033,NCNTY39033N39033,"Crawford County, OH",0
39059,NCNTY39059N39059,"Guernsey County, OH",0
39171,NCNTY39171N39171,"Williams County, OH",0
39031,NCNTY39031N39031,"Coshocton County, OH",0
39079,NCNTY39079N39079,"Jackson County, OH",0
39065,NCNTY39065N39065,"Hardin County, OH",0
39053,NCNTY39053N39053,"Gallia County, OH",0
39161,NCNTY39161N39161,"Van Wert County, OH",0
39001,NCNTY39001N39001,"Adams County, OH",0
39131,NCNTY39131N39131,"Pike County, OH",0
21005,NCNTY21005N21005,"Anderson County, KY",0
39105,NCNTY39105N39105,"Meigs County, OH",0
39067,NCNTY39067N39067,"Harrison County, OH",0
39121,NCNTY39121N39121,"Noble County, OH",0
39115,NCNTY39115N39115,"Morgan County, OH",0
39111,NCNTY39111N39111,"Monroe County, OH",0
39163,NCNTY39163N39163,"Vinton County, OH",0
40103,NCNTY40103N40103,"Noble County, OK",0
19059,NCNTY19059N19059,"Dickinson County, IA",0
26015,NCNTY26015N26015,"Barry County, MI",0
30007,NCNTY30007N30007,"Broadwater County, MT",0
39037,NCNTY39037N39037,"Darke County, OH",0
20115,NCNTY20115N20115,"Marion County, KS",0
5019,NCNTY05019N05019,"Clark County, AR",0
30015,NCNTY30015N30015,"Chouteau County, MT",0
50019,NCNTY50019N50019,"Orleans County, VT",0
19125,NCNTY19125N19125,"Marion County, IA",0
31047,NCNTY31047N31047,"Dawson County, NE",0
53023,NCNTY53023N53023,"Garfield County, WA",0
42067,NCNTY42067N42067,"Juniata County, PA",0
48461,NCNTY48461N48461,"Upton County, TX",0
37125,NCNTY37125N37125,"Moore County, NC",0
27077,NCNTY27077N27077,"Lake of the Woods County, MN",0
55007,NCNTY55007N55007,"Bayfield County, WI",0
18053,NCNTY18053N18053,"Grant County, IN",0
18177,NCNTY18177N18177,"Wayne County, IN",0
18065,NCNTY18065N18065,"Henry County, IN",0
18099,NCNTY18099N18099,"Marshall County, IN",0
18017,NCNTY18017N18017,"Cass County, IN",0
18069,NCNTY18069N18069,"Huntington County, IN",0
18103,NCNTY18103N18103,"Miami County, IN",0
18001,NCNTY18001N18001,"Adams County, IN",0
18055,NCNTY18055N18055,"Greene County, IN",0
18135,NCNTY18135N18135,"Randolph County, IN",0
18041,NCNTY18041N18041,"Fayette County, IN",0
18149,NCNTY18149N18149,"Starke County, IN",0
18049,NCNTY18049N18049,"Fulton County, IN",0
18075,NCNTY18075N18075,"Jay County, IN",0
18117,NCNTY18117N18117,"Orange County, IN",0
18123,NCNTY18123N18123,"Perry County, IN",0
18045,NCNTY18045N18045,"Fountain County, IN",0
18131,NCNTY18131N18131,"Pulaski County, IN",0
18125,NCNTY18125N18125,"Pike County, IN",0
18009,NCNTY18009N18009,"Blackford County, IN",0
18025,NCNTY18025N18025,"Crawford County, IN",0
18101,NCNTY18101N18101,"Martin County, IN",0
18155,NCNTY18155N18155,"Switzerland County, IN",0
39091,NCNTY39091N39091,"Logan County, OH",0
31031,NCNTY31031N31031,"Cherry County, NE",0
17141,NCNTY17141N17141,"Ogle County, IL",0
40059,NCNTY40059N40059,"Harper County, OK",0
29101,NCNTY29101N29101,"Johnson County, MO",0
39083,NCNTY39083N39083,"Knox County, OH",0
20009,NCNTY20009N20009,"Barton County, KS",0
39175,NCNTY39175N39175,"Wyandot County, OH",0
18085,NCNTY18085N18085,"Kosciusko County, IN",0
19101,NCNTY19101N19101,"Jefferson County, IA",0
36009,NCNTY36009N36009,"Cattaraugus County, NY",0
36003,NCNTY36003N36003,"Allegany County, NY",0
36025,NCNTY36025N36025,"Delaware County, NY",0
29199,NCNTY29199N29199,"Scotland County, MO",0
8021,NCNTY08021N08021,"Conejos County, CO",0
19087,NCNTY19087N19087,"Henry County, IA",0
39005,NCNTY39005N39005,"Ashland County, OH",0
39125,NCNTY39125N39125,"Paulding County, OH",0
26159,NCNTY26159N26159,"Van Buren County, MI",0
30085,NCNTY30085N30085,"Roosevelt County, MT",0
30097,NCNTY30097N30097,"Sweet Grass County, MT",0
56033,NCNTY56033N56033,"Sheridan County, WY",0
36013,NCNTY36013N36013,"Chautauqua County, NY",0
39169,NCNTY39169N39169,"Wayne County, OH",0
42059,NCNTY42059N42059,"Greene County, PA",0
27105,NCNTY27105N27105,"Nobles County, MN",0
40053,NCNTY40053N40053,"Grant County, OK",0
46067,NCNTY46067N46067,"Hutchinson County, SD",0
20027,NCNTY20027N20027,"Clay County, KS",0
17041,NCNTY17041N17041,"Douglas County, IL",0
46035,NCNTY46035N46035,"Davison County, SD",0
21151,NCNTY21151N21151,"Madison County, KY",0
20141,NCNTY20141N20141,"Osborne County, KS",0
48433,NCNTY48433N48433,"Stonewall County, TX",0
17011,NCNTY17011N17011,"Bureau County, IL",0
19079,NCNTY19079N19079,"Hamilton County, IA",0
27067,NCNTY27067N27067,"Kandiyohi County, MN",0
29001,NCNTY29001N29001,"Adair County, MO",0
27113,NCNTY27113N27113,"Pennington County, MN",0
32011,NCNTY32011N32011,"Eureka County, NV",0
36101,NCNTY36101N36101,"Steuben County, NY",0
17185,NCNTY17185N17185,"Wabash County, IL",0
31119,NCNTY31119N31119,"Madison County, NE",0
18033,NCNTY18033N18033,"DeKalb County, IN",0
17075,NCNTY17075N17075,"Iroquois County, IL",0
20143,NCNTY20143N20143,"Ottawa County, KS",0
39135,NCNTY39135N39135,"Preble County, OH",0
19041,NCNTY19041N19041,"Clay County, IA",0
27005,NCNTY27005N27005,"Becker County, MN",0
19171,NCNTY19171N19171,"Tama County, IA",0
20127,NCNTY20127N20127,"Morris County, KS",0
42047,NCNTY42047N42047,"Elk County, PA",0
31023,NCNTY31023N31023,"Butler County, NE",0
17095,NCNTY17095N17095,"Knox County, IL",0
17177,NCNTY17177N17177,"Stephenson County, IL",0
17055,NCNTY17055N17055,"Franklin County, IL",0
17121,NCNTY17121N17121,"Marion County, IL",0
17135,NCNTY17135N17135,"Montgomery County, IL",0
17165,NCNTY17165N17165,"Saline County, IL",0
17051,NCNTY17051N17051,"Fayette County, IL",0
17173,NCNTY17173N17173,"Shelby County, IL",0
17145,NCNTY17145N17145,"Perry County, IL",0
17033,NCNTY17033N17033,"Crawford County, IL",0
17067,NCNTY17067N17067,"Hancock County, IL",0
17181,NCNTY17181N17181,"Union County, IL",0
17045,NCNTY17045N17045,"Edgar County, IL",0
17187,NCNTY17187N17187,"Warren County, IL",0
17191,NCNTY17191N17191,"Wayne County, IL",0
17159,NCNTY17159N17159,"Richland County, IL",0
17101,NCNTY17101N17101,"Lawrence County, IL",0
17149,NCNTY17149N17149,"Pike County, IL",0
17193,NCNTY17193N17193,"White County, IL",0
17025,NCNTY17025N17025,"Clay County, IL",0
17125,NCNTY17125N17125,"Mason County, IL",0
17017,NCNTY17017N17017,"Cass County, IL",0
17061,NCNTY17061N17061,"Greene County, IL",0
17065,NCNTY17065N17065,"Hamilton County, IL",0
17169,NCNTY17169N17169,"Schuyler County, IL",0
17071,NCNTY17071N17071,"Henderson County, IL",0
17153,NCNTY17153N17153,"Pulaski County, IL",0
17059,NCNTY17059N17059,"Gallatin County, IL",0
17151,NCNTY17151N17151,"Pope County, IL",0
17069,NCNTY17069N17069,"Hardin County, IL",0
1031,NCNTY01031N01031,"Coffee County, AL",0
46055,NCNTY46055N46055,"Haakon County, SD",0
46075,NCNTY46075N46075,"Jones County, SD",0
55125,NCNTY55125N55125,"Vilas County, WI",0
13157,NCNTY13157N13157,"Jackson County, GA",0
30041,NCNTY30041N30041,"Hill County, MT",0
17015,NCNTY17015N17015,"Carroll County, IL",0
17079,NCNTY17079N17079,"Jasper County, IL",0
38025,NCNTY38025N38025,"Dunn County, ND",0
39039,NCNTY39039N39039,"Defiance County, OH",0
46005,NCNTY46005N46005,"Beadle County, SD",0
46102,NCNTY46102N46102,Oglala Lakota County,0
46109,NCNTY46109N46109,"Roberts County, SD",0
46023,NCNTY46023N46023,"Charles Mix County, SD",0
46121,NCNTY46121N46121,"Todd County, SD",0
46115,NCNTY46115N46115,"Spink County, SD",0
46123,NCNTY46123N46123,"Tripp County, SD",0
46037,NCNTY46037N46037,"Day County, SD",0
46129,NCNTY46129N46129,"Walworth County, SD",0
46015,NCNTY46015N46015,"Brule County, SD",0
46041,NCNTY46041N46041,"Dewey County, SD",0
46053,NCNTY46053N46053,"Gregory County, SD",0
46031,NCNTY46031N46031,"Corson County, SD",0
46025,NCNTY46025N46025,"Clark County, SD",0
46085,NCNTY46085N46085,"Lyman County, SD",0
46007,NCNTY46007N46007,"Bennett County, SD",0
46071,NCNTY46071N46071,"Jackson County, SD",0
46107,NCNTY46107N46107,"Potter County, SD",0
46137,NCNTY46137N46137,"Ziebach County, SD",0
46089,NCNTY46089N46089,"McPherson County, SD",0
46097,NCNTY46097N46097,"Miner County, SD",0
46017,NCNTY46017N46017,"Buffalo County, SD",0
46095,NCNTY46095N46095,"Mellette County, SD",0
46073,NCNTY46073N46073,"Jerauld County, SD",0
51099,NCNTY51099N51099,"King George County, VA",0
32015,NCNTY32015N32015,"Lander County, NV",0
55077,NCNTY55077N55077,"Marquette County, WI",0
30043,NCNTY30043N30043,"Jefferson County, MT",0
55121,NCNTY55121N55121,"Trempealeau County, WI",0
36037,NCNTY36037N36037,"Genesee County, NY",0
19157,NCNTY19157N19157,"Poweshiek County, IA",0
20153,NCNTY20153N20153,"Rawlins County, KS",0
29079,NCNTY29079N29079,"Grundy County, MO",0
17047,NCNTY17047N17047,"Edwards County, IL",0
31145,NCNTY31145N31145,"Red Willow County, NE",0
31037,NCNTY31037N31037,"Colfax County, NE",0
31041,NCNTY31041N31041,"Custer County, NE",0
31107,NCNTY31107N31107,"Knox County, NE",0
31101,NCNTY31101N31101,"Keith County, NE",0
31045,NCNTY31045N31045,"Dawes County, NE",0
31147,NCNTY31147N31147,"Richardson County, NE",0
31095,NCNTY31095N31095,"Jefferson County, NE",0
31173,NCNTY31173N31173,"Thurston County, NE",0
31021,NCNTY31021N31021,"Burt County, NE",0
31003,NCNTY31003N31003,"Antelope County, NE",0
31097,NCNTY31097N31097,"Johnson County, NE",0
31161,NCNTY31161N31161,"Sheridan County, NE",0
31169,NCNTY31169N31169,"Thayer County, NE",0
31065,NCNTY31065N31065,"Furnas County, NE",0
31129,NCNTY31129N31129,"Nuckolls County, NE",0
31029,NCNTY31029N31029,"Chase County, NE",0
31105,NCNTY31105N31105,"Kimball County, NE",0
31181,NCNTY31181N31181,"Webster County, NE",0
31125,NCNTY31125N31125,"Nance County, NE",0
31083,NCNTY31083N31083,"Harlan County, NE",0
31017,NCNTY31017N31017,"Brown County, NE",0
31061,NCNTY31061N31061,"Franklin County, NE",0
31087,NCNTY31087N31087,"Hitchcock County, NE",0
31133,NCNTY31133N31133,"Pawnee County, NE",0
31063,NCNTY31063N31063,"Frontier County, NE",0
31077,NCNTY31077N31077,"Greeley County, NE",0
31069,NCNTY31069N31069,"Garden County, NE",0
31049,NCNTY31049N31049,"Deuel County, NE",0
31071,NCNTY31071N31071,"Garfield County, NE",0
31057,NCNTY31057N31057,"Dundy County, NE",0
31149,NCNTY31149N31149,"Rock County, NE",0
31165,NCNTY31165N31165,"Sioux County, NE",0
31085,NCNTY31085N31085,"Hayes County, NE",0
31183,NCNTY31183N31183,"Wheeler County, NE",0
31103,NCNTY31103N31103,"Keya Paha County, NE",0
31091,NCNTY31091N31091,"Hooker County, NE",0
