zip_code,cbsa_sub,area_name,sdda_2023
10038,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10003,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10018,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10009,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10069,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10002,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10162,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10007,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10065,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
11109,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
11201,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10280,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10005,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
77010,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1
10004,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
7310,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1
10021,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10006,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10016,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10044,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10028,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10022,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10036,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10282,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
91210,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
33473,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1
33786,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
90292,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
11217,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10017,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10023,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
93953,METRO41500M41500,"Salinas, CA MSA",1
10128,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
7311,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1
33131,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
10014,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
90094,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
34688,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
11215,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
90067,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
33149,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
2142,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
33327,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
10012,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
33498,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1
10001,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10075,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
95391,METRO44700M44700,"Stockton-Lodi, CA MSA",1
85266,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
33029,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
33330,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
7632,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
91307,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
10010,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
11231,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
2210,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
85262,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
33621,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
17016,METRO30140M30140,"Lebanon, PA MSA",1
10011,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
33109,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
91011,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
11005,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
33132,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33332,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
7302,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1
7030,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1
90275,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
10024,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10996,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",1
90210,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91307,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1
90274,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
90077,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
92883,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
60602,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
92823,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1
33076,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
90290,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
2199,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
969,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",1
90272,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
2481,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
90265,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
90263,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91784,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
93908,METRO41500M41500,"Salinas, CA MSA",1
93962,METRO41500M41500,"Salinas, CA MSA",1
1731,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
7627,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
90266,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91708,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
2109,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
29482,METRO16700M16700,"Charleston-North Charleston, SC MSA",1
96073,METRO39820M39820,"Redding, CA MSA",1
92055,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
33185,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33146,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33331,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
92880,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
10026,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
11238,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
86315,METRO39140M39140,"Prescott, AZ MSA",1
90265,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1
91302,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91301,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91436,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
94507,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
96825,METRO46520M46520,"Urban Honolulu, HI MSA",1
33602,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
10546,METRO48325M48325,"Westchester County, NY Statutory Exception Area",1
90036,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
95377,METRO44700M44700,"Stockton-Lodi, CA MSA",1
93619,METRO23420M23420,"Fresno, CA MSA",1
90024,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
34201,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",1
10031,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
2110,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
91105,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
94129,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
60654,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
90291,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
2114,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
78266,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1
90049,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
85298,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
90703,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
10037,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
93108,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",1
91354,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
80914,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",1
75054,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",1
90254,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
92091,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
10504,METRO48325M48325,"Westchester County, NY Statutory Exception Area",1
75094,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
1266,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",1
90048,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91914,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
38139,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",1
33139,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
89085,METRO29820M29820,"Las Vegas-Henderson-Paradise, NV MSA",1
11222,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
7092,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1
91364,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
29909,METRO25940N45053,"Jasper County, SC HUD Metro FMR Area",1
33472,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1
91709,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
19025,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1
2446,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
10035,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
2108,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
32124,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",1
19066,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1
94065,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
91789,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
90073,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
92101,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
29451,METRO16700M16700,"Charleston-North Charleston, SC MSA",1
3087,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",1
32162,METRO36100M36100,"Ocala, FL MSA",1
94506,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
76034,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",1
75022,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",1
10027,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
1266,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",1
92508,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
94552,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
7023,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1
93730,METRO23420M23420,"Fresno, CA MSA",1
95903,METRO49700M49700,"Yuba City, CA MSA",1
10514,METRO48325M48325,"Westchester County, NY Statutory Exception Area",1
91367,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
33547,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
60661,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
85045,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
7039,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1
90069,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
33767,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
19085,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1
21035,METRO12580M12580,"Baltimore-Columbia-Towson, MD MSA",1
10030,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
92130,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
60490,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
60603,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
968,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",1
29905,METRO25940N45013,"Beaufort County, SC HUD Metro FMR Area",1
32814,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",1
2030,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
90212,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
33028,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
60611,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
93067,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",1
92118,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
92155,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
92135,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
34202,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",1
80908,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",1
90025,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
90064,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91390,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
7045,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1
92860,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
92625,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1
2468,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
10019,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10983,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
94158,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
92618,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1
91915,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
95070,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1
90403,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
90014,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
7626,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
80927,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",1
10025,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
34786,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",1
80007,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",1
33180,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
10013,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
90293,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
95065,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",1
96779,METRO27980M27980,"Kahului-Wailuku-Lahaina, HI MSA",1
89441,METRO39900M39900,"Reno, NV MSA",1
92596,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
75054,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
37069,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1
60192,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
95746,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",1
95742,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",1
8403,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",1
94592,METRO46700M46700,"Vallejo-Fairfield, CA MSA",1
2421,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
78739,METRO12420M12420,"Austin-Round Rock, TX MSA",1
75225,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
7417,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
8221,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",1
93723,METRO23420M23420,"Fresno, CA MSA",1
38054,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",1
2138,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
33301,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
7458,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
33946,METRO39460M39460,"Punta Gorda, FL MSA",1
33921,METRO39460M39460,"Punta Gorda, FL MSA",1
8019,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1
33187,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33579,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
33596,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
92108,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
96821,METRO46520M46520,"Urban Honolulu, HI MSA",1
11360,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
11363,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
95120,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1
966,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",1
934,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",1
75201,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
94708,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
94528,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
33129,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
10033,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
2163,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
91361,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
93923,METRO41500M41500,"Salinas, CA MSA",1
94404,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
94105,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
85255,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
85083,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
2648,METRO12700M12700,"Barnstable Town, MA MSA",1
93921,METRO41500M41500,"Salinas, CA MSA",1
32195,METRO36100M36100,"Ocala, FL MSA",1
32133,METRO36100M36100,"Ocala, FL MSA",1
92131,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
78419,METRO18580M18580,"Corpus Christi, TX MSA",1
33412,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",1
92657,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",1
34637,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
94127,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1
2215,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
91730,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
75022,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
10029,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
78236,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1
37135,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1
8061,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1
60601,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
60606,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
11101,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10954,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
91737,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
32827,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",1
48374,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",1
98075,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",1
90732,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
2817,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",1
96734,METRO46520M46520,"Urban Honolulu, HI MSA",1
78260,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1
33715,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
93111,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",1
76002,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",1
7932,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1
92584,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
2445,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
95134,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1
94022,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1
13602,METRO48060M48060,"Watertown-Fort Drum, NY MSA",1
77007,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1
33323,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1
32766,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",1
10034,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
90401,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
8225,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",1
98121,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",1
89138,METRO29820M29820,"Las Vegas-Henderson-Paradise, NV MSA",1
92377,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
3854,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",1
33178,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
10040,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
78234,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1
34219,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",1
979,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",1
92014,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
92336,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
91739,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
92532,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",1
60069,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",1
95066,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",1
94517,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
11791,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1
77046,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1
87008,METRO10740M10740,"Albuquerque, NM MSA",1
33182,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
91765,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
11211,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
10989,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
2139,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
98004,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",1
94568,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1
91355,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
92124,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1
2420,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1
7020,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
77094,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1
76226,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1
94024,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1
33196,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33154,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
33194,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1
85249,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1
22101,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1
33572,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",1
7423,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1
90277,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1
91361,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1
11102,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1
