zip_code,latitude,longitude
76574,30.5673969,-97.3874848
76574,30.579251,-97.4548218
76574,30.555361,-97.4264312
76574,30.5536637,-97.430437
76574,30.562967,-97.437446
76574,30.591041,-97.4001787
76574,30.568438,-97.449549
76574,30.5739796,-97.378913
76574,30.573353,-97.4667438
76574,30.597837,-97.3822634
76574,30.5920551,-97.4125701
